step,dataset_index,timestamp,actual_state_1,actual_action_0,actual_action_1,actual_action_2,actual_action_3,actual_action_4,actual_action_5,predicted_action_0,predicted_action_1,predicted_action_2,predicted_action_3,predicted_action_4,predicted_action_5
183,183,18.299999237060547,16.0,90.0,6.0,86.0,90.0,90.0,90.0,90.0,18.715499877929688,85.98097229003906,90.0,90.0,89.99993133544922
184,184,18.399999618530273,14.0,90.0,6.0,86.0,90.0,90.0,90.0,90.0,14.759048461914062,85.975830078125,90.0,90.0,89.99530792236328
185,185,18.5,12.0,90.0,8.0,86.0,90.0,90.0,90.0,90.0,13.425273895263672,85.98481750488281,90.0,90.0,89.99305725097656
186,186,18.600000381469727,11.0,90.0,10.0,86.0,90.0,90.0,90.0,90.0,11.154132843017578,85.98123931884766,90.0,90.0,89.98869323730469
187,187,18.700000762939453,90.0,90.0,12.0,86.0,90.0,90.0,90.0,90.0,14.750251770019531,85.97618103027344,90.0,90.0,90.01127624511719
188,188,18.799999237060547,10.0,90.0,14.0,86.0,90.0,90.0,90.0,90.0,17.45357322692871,85.98681640625,90.0,90.0,90.00562286376953
189,189,18.899999618530273,10.0,90.0,16.0,86.0,90.0,90.0,90.0,90.0,19.18389129638672,85.99905395507812,90.0,90.0,89.99695587158203
190,190,19.0,10.0,90.0,18.0,86.0,90.0,90.0,90.0,90.0,13.77606201171875,85.98273468017578,90.0,90.0,89.98005676269531
191,191,19.100000381469727,10.0,90.0,20.0,86.0,90.0,90.0,90.0,90.0,14.829357147216797,85.98677062988281,90.0,90.0,89.98056030273438
192,192,19.200000762939453,12.0,90.0,22.0,86.0,90.0,90.0,90.0,90.0,12.182857513427734,85.98700714111328,90.0,90.0,89.9642333984375
193,193,19.299999237060547,14.0,90.0,24.0,86.0,90.0,90.0,90.0,90.0,15.583808898925781,85.99299621582031,90.0,90.0,89.99458312988281
194,194,19.399999618530273,16.0,90.0,26.0,86.0,90.0,90.0,90.0,90.0,12.552234649658203,85.99623107910156,90.0,90.0,89.9927978515625
195,195,19.5,18.0,90.0,28.0,86.0,90.0,90.0,90.0,90.0,11.002754211425781,85.98747253417969,90.0,90.0,89.98633575439453
196,196,19.600000381469727,20.0,90.0,30.0,86.0,90.0,90.0,90.0,90.0,9.43109130859375,86.00065612792969,90.0,90.0,90.0073013305664
197,197,19.700000762939453,22.0,90.0,32.0,86.0,90.0,90.0,90.0,90.0,11.564090728759766,86.00469970703125,90.0,90.0,90.00394439697266
198,198,19.799999237060547,24.0,90.0,34.0,86.0,90.0,90.0,90.0,90.0,14.242568969726562,86.00286865234375,90.0,90.0,90.0046157836914
199,199,19.899999618530273,26.0,90.0,36.0,86.0,90.0,90.0,90.0,90.0,16.484411239624023,86.00072479248047,90.0,90.0,90.00160217285156
200,200,20.0,28.0,90.0,38.0,86.0,90.0,90.0,90.0,90.0,32.46935272216797,86.00639343261719,90.0,90.0,89.99458312988281
201,201,20.100000381469727,30.0,90.0,40.0,86.0,90.0,90.0,90.0,90.0,42.00977325439453,86.0442123413086,90.0,90.0,89.9969253540039
202,202,20.200000762939453,32.0,90.0,42.0,86.0,90.0,90.0,90.0,90.0,46.32205581665039,86.03336334228516,90.0,90.0,89.98091125488281
203,203,20.299999237060547,34.0,90.0,44.0,86.0,90.0,90.0,90.0,90.0,48.54524612426758,86.03440856933594,90.0,90.0,89.9849853515625
204,204,20.399999618530273,90.0,90.0,46.0,86.0,90.0,90.0,90.0,90.0,49.22180938720703,86.02440643310547,90.0,90.0,89.9940414428711
205,205,20.5,38.0,90.0,48.0,86.0,90.0,90.0,90.0,90.0,51.252220153808594,86.01665496826172,90.0,90.0,89.97284698486328
206,206,20.600000381469727,40.0,90.0,50.0,86.0,90.0,90.0,90.0,90.0,53.416629791259766,86.02383422851562,90.0,90.0,89.98039245605469
207,207,20.700000762939453,42.0,90.0,52.0,86.0,90.0,90.0,90.0,90.0,57.318058013916016,86.0191650390625,90.0,90.0,90.01054382324219
208,208,20.799999237060547,44.0,90.0,54.0,86.0,90.0,90.0,90.0,90.0,58.73647689819336,86.00532531738281,90.0,90.0,90.00019836425781
209,209,20.899999618530273,90.0,90.0,56.0,86.0,90.0,90.0,90.0,90.0,59.32316970825195,86.01311492919922,90.0,90.0,90.01820373535156
210,210,21.0,48.0,90.0,58.0,86.0,90.0,90.0,90.0,90.0,61.025020599365234,86.01394653320312,90.0,90.0,89.99594116210938
211,211,21.100000381469727,50.0,90.0,60.0,86.0,90.0,90.0,90.0,90.0,63.17152404785156,86.01152801513672,90.0,90.0,90.01628875732422
212,212,21.200000762939453,52.0,90.0,62.0,86.0,90.0,90.0,90.0,90.0,65.11935424804688,86.00820922851562,90.0,90.0,89.98764038085938
213,213,21.299999237060547,54.0,90.0,64.0,86.0,90.0,90.0,90.0,90.0,66.89944458007812,86.00999450683594,90.0,90.0,90.0031967163086
214,214,21.399999618530273,56.0,90.0,66.0,86.0,90.0,90.0,90.0,90.0,68.16143035888672,86.0047607421875,90.0,90.0,89.99942016601562
215,215,21.5,58.0,90.0,68.0,86.0,90.0,90.0,90.0,90.0,69.61415100097656,86.01738739013672,90.0,90.0,89.98200988769531
216,216,21.600000381469727,60.0,90.0,70.0,86.0,90.0,90.0,90.0,90.0,72.06219482421875,86.00580596923828,90.0,90.0,89.98114013671875
217,217,21.700000762939453,62.0,90.0,72.0,86.0,90.0,90.0,90.0,90.0,73.57963562011719,86.02302551269531,90.0,90.0,89.97674560546875
218,218,21.799999237060547,64.0,90.0,74.0,86.0,90.0,90.0,90.0,90.0,76.33491516113281,86.0212631225586,90.0,90.0,89.99224853515625
219,219,21.899999618530273,66.0,90.0,76.0,86.0,90.0,90.0,90.0,90.0,78.67748260498047,86.02134704589844,90.0,90.0,90.0037841796875
220,220,22.0,68.0,90.0,78.0,86.0,90.0,90.0,90.0,90.0,78.98849487304688,86.03339385986328,90.0,90.0,89.9846420288086
221,221,22.100000381469727,70.0,90.0,80.0,86.0,90.0,90.0,90.0,90.0,79.90904235839844,86.0302734375,90.0,90.0,89.98310089111328
222,222,22.200000762939453,72.0,90.0,82.0,86.0,90.0,90.0,90.0,90.0,82.65383911132812,86.0405044555664,90.0,90.0,89.99419403076172
223,223,22.299999237060547,74.0,90.0,84.0,86.0,90.0,90.0,90.0,90.0,86.0112533569336,86.04208374023438,90.0,90.0,90.00902557373047
224,224,22.399999618530273,76.0,90.0,86.0,86.0,90.0,90.0,90.0,90.0,83.7146987915039,86.02305603027344,90.0,90.0,90.01396942138672
225,225,22.5,78.0,90.0,88.0,86.0,90.0,90.0,90.0,90.0,83.80387115478516,86.030029296875,90.0,90.0,89.98480224609375
226,226,22.600000381469727,90.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,85.11949157714844,86.03199005126953,90.0,90.0,90.02841186523438
227,227,22.700000762939453,82.0,90.0,92.0,86.0,90.0,90.0,90.0,90.0,87.12930297851562,86.01399993896484,90.0,90.0,90.01019287109375
228,228,22.799999237060547,84.0,90.0,94.0,86.0,90.0,90.0,90.0,90.0,87.6016845703125,86.03153991699219,90.0,90.0,89.99148559570312
229,229,22.899999618530273,86.0,90.0,96.0,86.0,90.0,90.0,90.0,90.0,89.00346374511719,86.03804779052734,90.0,90.0,90.00080871582031
230,230,23.0,88.0,90.0,98.0,86.0,90.0,90.0,90.0,90.0,90.68128967285156,86.04898834228516,90.0,90.0,89.9840316772461
231,231,23.100000381469727,90.0,90.0,98.0,86.0,90.0,90.0,90.0,90.0,94.2230224609375,86.01569366455078,90.0,90.0,89.97439575195312
232,232,23.200000762939453,92.0,90.0,96.0,86.0,90.0,90.0,90.0,90.0,92.75486755371094,86.0467758178711,90.0,90.0,90.01446533203125
233,233,23.299999237060547,94.0,90.0,94.0,86.0,90.0,90.0,90.0,90.0,90.35682678222656,85.99532318115234,90.0,90.0,90.0079345703125
234,234,23.399999618530273,94.0,90.0,92.0,86.0,90.0,90.0,90.0,90.0,86.65901184082031,86.00651550292969,90.0,90.0,89.98703002929688
235,235,23.5,94.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,84.0013198852539,86.02631378173828,90.0,90.0,89.99534606933594
236,236,23.600000381469727,94.0,90.0,88.0,86.0,90.0,90.0,90.0,90.0,81.40397644042969,86.02761840820312,90.0,90.0,89.99176788330078
237,237,23.700000762939453,93.0,90.0,86.0,86.0,90.0,90.0,90.0,90.0,80.45230102539062,86.0290756225586,90.0,90.0,89.98321533203125
238,238,23.799999237060547,92.0,90.0,84.0,86.0,90.0,90.0,90.0,90.0,80.09540557861328,86.03691864013672,90.0,90.0,89.97611236572266
239,239,23.899999618530273,90.0,90.0,82.0,86.0,90.0,90.0,90.0,90.0,77.91725158691406,86.03846740722656,90.0,90.0,89.96669006347656
240,240,24.0,89.0,90.0,80.0,86.0,90.0,90.0,90.0,90.0,79.1844711303711,86.0605697631836,90.0,90.0,89.97085571289062
241,241,24.100000381469727,87.0,90.0,78.0,86.0,90.0,90.0,90.0,90.0,75.85124206542969,86.0223617553711,90.0,90.0,90.0046615600586
242,242,24.200000762939453,85.0,90.0,76.0,86.0,90.0,90.0,90.0,90.0,77.72908782958984,86.02420043945312,90.0,90.0,90.03099060058594
243,243,24.299999237060547,90.0,90.0,74.0,86.0,90.0,90.0,90.0,90.0,77.43733978271484,86.00841522216797,90.0,90.0,90.00899505615234
244,244,24.399999618530273,82.0,90.0,72.0,86.0,90.0,90.0,90.0,90.0,73.71537780761719,86.03071594238281,90.0,90.0,89.9996109008789
245,245,24.5,80.0,90.0,70.0,86.0,90.0,90.0,90.0,90.0,73.05500030517578,86.02676391601562,90.0,90.0,90.00609588623047
246,246,24.600000381469727,78.0,90.0,68.0,86.0,90.0,90.0,90.0,90.0,70.18377685546875,86.0338134765625,90.0,90.0,89.9962387084961
247,247,24.700000762939453,76.0,90.0,66.0,86.0,90.0,90.0,90.0,90.0,69.62205505371094,86.02711486816406,90.0,90.0,90.01289367675781
248,248,24.799999237060547,74.0,90.0,64.0,86.0,90.0,90.0,90.0,90.0,68.43537902832031,86.03315734863281,90.0,90.0,90.00862121582031
249,249,24.899999618530273,72.0,90.0,62.0,86.0,90.0,90.0,90.0,90.0,66.3968276977539,86.03491973876953,90.0,90.0,89.96818542480469
250,250,25.0,70.0,90.0,60.0,86.0,90.0,90.0,90.0,90.0,62.15034103393555,85.99614715576172,90.0,90.0,89.9718017578125
251,251,25.100000381469727,68.0,90.0,58.0,86.0,90.0,90.0,90.0,90.0,59.5712776184082,86.01763916015625,90.0,90.0,89.9618148803711
252,252,25.200000762939453,90.0,90.0,56.0,86.0,90.0,90.0,90.0,90.0,56.23615264892578,86.00786590576172,90.0,90.0,89.99495697021484
253,253,25.299999237060547,64.0,90.0,54.0,86.0,90.0,90.0,90.0,90.0,54.15336227416992,85.99806213378906,90.0,90.0,90.01480102539062
254,254,25.399999618530273,62.0,90.0,52.0,86.0,90.0,90.0,90.0,90.0,52.217342376708984,86.00731658935547,90.0,90.0,89.99996185302734
255,255,25.5,60.0,90.0,50.0,86.0,90.0,90.0,90.0,90.0,51.23523712158203,86.00057983398438,90.0,90.0,90.01483154296875
256,256,25.600000381469727,58.0,90.0,48.0,86.0,90.0,90.0,90.0,90.0,50.1783447265625,85.99269104003906,90.0,90.0,90.00595092773438
257,257,25.700000762939453,56.0,90.0,46.0,86.0,90.0,90.0,90.0,90.0,48.4776725769043,86.00760650634766,90.0,90.0,90.01921081542969
258,258,25.799999237060547,54.0,90.0,44.0,86.0,90.0,90.0,90.0,90.0,47.481353759765625,85.99888610839844,90.0,90.0,90.02684020996094
259,259,25.899999618530273,52.0,90.0,42.0,86.0,90.0,90.0,90.0,90.0,45.88101577758789,86.00242614746094,90.0,90.0,90.01275634765625
260,260,26.0,50.0,90.0,40.0,86.0,90.0,90.0,90.0,90.0,43.89937973022461,86.00032043457031,90.0,90.0,90.0152359008789
261,261,26.100000381469727,90.0,90.0,38.0,86.0,90.0,90.0,90.0,90.0,41.94657897949219,86.00502014160156,90.0,90.0,90.00377655029297
262,262,26.200000762939453,46.0,90.0,36.0,86.0,90.0,90.0,90.0,90.0,39.99217224121094,86.00211334228516,90.0,90.0,90.01040649414062
263,263,26.299999237060547,44.0,90.0,34.0,86.0,90.0,90.0,90.0,90.0,36.45814895629883,85.99579620361328,90.0,90.0,90.00902557373047
264,264,26.399999618530273,42.0,90.0,32.0,86.0,90.0,90.0,90.0,90.0,34.184993743896484,85.99292755126953,90.0,90.0,89.99767303466797
265,265,26.5,40.0,90.0,30.0,86.0,90.0,90.0,90.0,90.0,31.609424591064453,85.99012756347656,90.0,90.0,90.01414489746094
266,266,26.600000381469727,38.0,90.0,28.0,86.0,90.0,90.0,90.0,90.0,30.837705612182617,85.99278259277344,90.0,90.0,89.99687194824219
267,267,26.700000762939453,36.0,90.0,26.0,86.0,90.0,90.0,90.0,90.0,28.26743507385254,85.9864273071289,90.0,90.0,89.98878479003906
268,268,26.799999237060547,34.0,90.0,24.0,86.0,90.0,90.0,90.0,90.0,26.741071701049805,85.9795150756836,90.0,90.0,89.98738861083984
269,269,26.899999618530273,90.0,90.0,22.0,86.0,90.0,90.0,90.0,90.0,24.683876037597656,85.98433685302734,90.0,90.0,89.99834442138672
270,270,27.0,30.0,90.0,20.0,86.0,90.0,90.0,90.0,90.0,22.766141891479492,85.98995971679688,90.0,90.0,90.00325012207031
271,271,27.100000381469727,28.0,90.0,18.0,86.0,90.0,90.0,90.0,90.0,21.144765853881836,85.99131774902344,90.0,90.0,89.99110412597656
272,272,27.200000762939453,26.0,90.0,16.0,86.0,90.0,90.0,90.0,90.0,18.51938819885254,85.99006652832031,90.0,90.0,89.99759674072266
273,273,27.299999237060547,24.0,90.0,14.0,86.0,90.0,90.0,90.0,90.0,16.356096267700195,85.98799896240234,90.0,90.0,89.99674987792969
274,274,27.399999618530273,90.0,90.0,12.0,86.0,90.0,90.0,90.0,90.0,15.705623626708984,85.98992919921875,90.0,90.0,89.99258422851562
275,275,27.5,20.0,90.0,10.0,86.0,90.0,90.0,90.0,90.0,13.144123077392578,85.98738861083984,90.0,90.0,90.00608825683594
276,276,27.600000381469727,18.0,90.0,8.0,86.0,90.0,90.0,90.0,90.0,10.826667785644531,85.99893188476562,90.0,90.0,90.005615234375
277,277,27.700000762939453,16.0,90.0,6.0,86.0,90.0,90.0,90.0,90.0,7.717613220214844,85.97079467773438,90.0,90.0,89.99431610107422
278,278,27.799999237060547,15.0,90.0,4.0,86.0,90.0,90.0,90.0,90.0,6.361328125,85.99254608154297,90.0,90.0,90.00537872314453
279,279,27.899999618530273,12.0,90.0,2.0,86.0,90.0,90.0,90.0,90.0,4.543678283691406,85.9957046508789,90.0,90.0,90.0037841796875
280,280,28.0,11.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,1.9528656005859375,85.98572540283203,90.0,90.0,89.99050903320312
281,281,28.100000381469727,9.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,0.5471458435058594,85.98170471191406,90.0,90.0,89.9920883178711
282,282,28.200000762939453,6.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,2.714160919189453,85.98484802246094,90.0,90.0,89.99299621582031
283,283,28.299999237060547,4.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,2.6145858764648438,86.00077819824219,90.0,90.0,89.98807525634766
284,284,28.399999618530273,2.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,2.4419403076171875,85.9922103881836,90.0,90.0,89.98605346679688
285,285,28.5,0.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,5.121482849121094,85.99405670166016,90.0,90.0,89.98298645019531
286,286,28.600000381469727,90.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,5.401737213134766,86.00196838378906,90.0,90.0,89.99189758300781
287,287,28.700000762939453,0.0,90.0,2.0,86.0,90.0,90.0,90.0,90.0,9.925823211669922,86.01097106933594,90.0,90.0,89.9820556640625
288,288,28.799999237060547,0.0,90.0,4.0,86.0,90.0,90.0,90.0,90.0,14.305595397949219,86.0130386352539,90.0,90.0,89.98432159423828
289,289,28.899999618530273,0.0,90.0,6.0,86.0,90.0,90.0,90.0,90.0,16.88273048400879,86.00460052490234,90.0,90.0,89.9828109741211
290,290,29.0,0.0,90.0,8.0,86.0,90.0,90.0,90.0,90.0,19.32760238647461,86.00479888916016,90.0,90.0,89.97948455810547
291,291,29.100000381469727,90.0,90.0,10.0,86.0,90.0,90.0,90.0,90.0,20.222209930419922,86.01000213623047,90.0,90.0,89.98875427246094
292,292,29.200000762939453,2.0,90.0,12.0,86.0,90.0,90.0,90.0,90.0,22.229888916015625,86.01006317138672,90.0,90.0,89.99613952636719
293,293,29.299999237060547,4.0,90.0,14.0,86.0,90.0,90.0,90.0,90.0,22.659624099731445,85.99224853515625,90.0,90.0,89.9942626953125
294,294,29.399999618530273,6.0,90.0,16.0,86.0,90.0,90.0,90.0,90.0,23.661605834960938,85.99226379394531,90.0,90.0,89.99931335449219
295,295,29.5,8.0,90.0,18.0,86.0,90.0,90.0,90.0,90.0,24.331953048706055,85.99068450927734,90.0,90.0,89.99120330810547
296,296,29.600000381469727,10.0,90.0,20.0,86.0,90.0,90.0,90.0,90.0,24.40190315246582,85.97738647460938,90.0,90.0,89.98693084716797
297,297,29.700000762939453,12.0,90.0,22.0,86.0,90.0,90.0,90.0,90.0,26.267236709594727,85.97805786132812,90.0,90.0,89.98230743408203
298,298,29.799999237060547,14.0,90.0,24.0,86.0,90.0,90.0,90.0,90.0,28.683082580566406,85.98165893554688,90.0,90.0,89.98533630371094
299,299,29.899999618530273,16.0,90.0,26.0,86.0,90.0,90.0,90.0,90.0,26.721776962280273,85.98497009277344,90.0,90.0,89.9856185913086
300,300,30.0,90.0,90.0,28.0,86.0,90.0,90.0,90.0,90.0,35.84695816040039,86.05557250976562,90.0,90.0,90.00192260742188
301,301,30.100000381469727,20.0,90.0,30.0,86.0,90.0,90.0,90.0,90.0,38.409751892089844,86.03910827636719,90.0,90.0,90.01113891601562
302,302,30.200000762939453,22.0,90.0,32.0,86.0,90.0,90.0,90.0,90.0,39.713741302490234,86.05180358886719,90.0,90.0,89.99540710449219
303,303,30.299999237060547,24.0,90.0,34.0,86.0,90.0,90.0,90.0,90.0,37.739227294921875,86.03897857666016,90.0,90.0,90.0129165649414
304,304,30.399999618530273,26.0,90.0,36.0,86.0,90.0,90.0,90.0,90.0,42.71841812133789,86.05367279052734,90.0,90.0,89.98350524902344
305,305,30.5,28.0,90.0,38.0,86.0,90.0,90.0,90.0,90.0,45.739990234375,86.04511260986328,90.0,90.0,90.00010681152344
306,306,30.600000381469727,30.0,90.0,40.0,86.0,90.0,90.0,90.0,90.0,45.06085205078125,86.03433990478516,90.0,90.0,89.99614715576172
307,307,30.700000762939453,32.0,90.0,42.0,86.0,90.0,90.0,90.0,90.0,48.56645965576172,86.04759216308594,90.0,90.0,89.99101257324219
308,308,30.799999237060547,34.0,90.0,44.0,86.0,90.0,90.0,90.0,90.0,52.203346252441406,86.04424285888672,90.0,90.0,89.99835968017578
309,309,30.899999618530273,36.0,90.0,46.0,86.0,90.0,90.0,90.0,90.0,55.279090881347656,86.04071807861328,90.0,90.0,90.01778411865234
310,310,31.0,38.0,90.0,48.0,86.0,90.0,90.0,90.0,90.0,56.94585037231445,86.04849243164062,90.0,90.0,89.99690246582031
311,311,31.100000381469727,40.0,90.0,50.0,86.0,90.0,90.0,90.0,90.0,55.48579788208008,86.03856658935547,90.0,90.0,90.01818084716797
312,312,31.200000762939453,42.0,90.0,52.0,86.0,90.0,90.0,90.0,90.0,55.426490783691406,86.04875946044922,90.0,90.0,90.01394653320312
313,313,31.299999237060547,90.0,90.0,54.0,86.0,90.0,90.0,90.0,90.0,58.77031707763672,86.04927825927734,90.0,90.0,90.01338958740234
314,314,31.399999618530273,46.0,90.0,56.0,86.0,90.0,90.0,90.0,90.0,61.44600296020508,86.03337097167969,90.0,90.0,90.03490447998047
315,315,31.5,48.0,90.0,58.0,86.0,90.0,90.0,90.0,90.0,62.33356475830078,86.035888671875,90.0,90.0,90.01237487792969
316,316,31.600000381469727,50.0,90.0,60.0,86.0,90.0,90.0,90.0,90.0,63.889949798583984,86.03325653076172,90.0,90.0,90.01800537109375
317,317,31.700000762939453,52.0,90.0,62.0,86.0,90.0,90.0,90.0,90.0,64.42219543457031,86.02503967285156,90.0,90.0,90.0078353881836
318,318,31.799999237060547,54.0,90.0,64.0,86.0,90.0,90.0,90.0,90.0,64.35086059570312,86.03651428222656,90.0,90.0,90.00953674316406
319,319,31.899999618530273,56.0,90.0,66.0,86.0,90.0,90.0,90.0,90.0,66.51405334472656,86.02659606933594,90.0,90.0,90.02420806884766
320,320,32.0,58.0,90.0,68.0,86.0,90.0,90.0,90.0,90.0,65.953857421875,86.0344467163086,90.0,90.0,90.0079574584961
321,321,32.099998474121094,60.0,90.0,70.0,86.0,90.0,90.0,90.0,90.0,67.05696105957031,86.02850341796875,90.0,90.0,90.02105712890625
322,322,32.20000076293945,90.0,90.0,72.0,86.0,90.0,90.0,90.0,90.0,67.77649688720703,86.02571868896484,90.0,90.0,90.02835083007812
323,323,32.29999923706055,64.0,90.0,74.0,86.0,90.0,90.0,90.0,90.0,69.9080810546875,86.02874755859375,90.0,90.0,90.0115966796875
324,324,32.400001525878906,66.0,90.0,76.0,86.0,90.0,90.0,90.0,90.0,70.45756530761719,86.02555847167969,90.0,90.0,90.02603149414062
325,325,32.5,68.0,90.0,78.0,86.0,90.0,90.0,90.0,90.0,69.80976104736328,86.03607940673828,90.0,90.0,90.05272674560547
326,326,32.599998474121094,70.0,90.0,80.0,86.0,90.0,90.0,90.0,90.0,72.3603515625,86.02473449707031,90.0,90.0,90.02997589111328
327,327,32.70000076293945,72.0,90.0,82.0,86.0,90.0,90.0,90.0,90.0,73.97624206542969,86.01785278320312,90.0,90.0,90.04029083251953
328,328,32.79999923706055,74.0,90.0,84.0,86.0,90.0,90.0,90.0,90.0,79.4688720703125,86.0263900756836,90.0,90.0,90.03545379638672
329,329,32.900001525878906,76.0,90.0,86.0,86.0,90.0,90.0,90.0,90.0,77.93309020996094,86.02349853515625,90.0,90.0,90.02873992919922
330,330,33.0,90.0,90.0,88.0,86.0,90.0,90.0,90.0,90.0,78.62924194335938,86.02661895751953,90.0,90.0,90.04010772705078
331,331,33.099998474121094,80.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,80.08633422851562,86.02012634277344,90.0,90.0,90.03006744384766
332,332,33.20000076293945,82.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,82.90621185302734,86.0235366821289,90.0,90.0,90.03816223144531
333,333,33.29999923706055,84.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,81.21332550048828,86.03326416015625,90.0,90.0,90.03742980957031
334,334,33.400001525878906,86.0,90.0,88.0,86.0,90.0,90.0,90.0,90.0,79.75836181640625,86.03048706054688,90.0,90.0,90.02922821044922
335,335,33.5,88.0,90.0,86.0,86.0,90.0,90.0,90.0,90.0,78.43031311035156,86.02338409423828,90.0,90.0,90.01480865478516
336,336,33.599998474121094,88.0,90.0,84.0,86.0,90.0,90.0,90.0,90.0,81.64018249511719,86.00519561767578,90.0,90.0,90.03620147705078
337,337,33.70000076293945,88.0,90.0,82.0,86.0,90.0,90.0,90.0,90.0,82.01954650878906,86.0192642211914,90.0,90.0,90.03785705566406
338,338,33.79999923706055,87.0,90.0,80.0,86.0,90.0,90.0,90.0,90.0,84.97329711914062,86.02918243408203,90.0,90.0,90.02365112304688
339,339,33.900001525878906,90.0,90.0,78.0,86.0,90.0,90.0,90.0,90.0,81.4034423828125,86.01952362060547,90.0,90.0,90.01815032958984
340,340,34.0,84.0,90.0,76.0,86.0,90.0,90.0,90.0,90.0,81.74018859863281,86.02608489990234,90.0,90.0,90.0260238647461
341,341,34.099998474121094,83.0,90.0,74.0,86.0,90.0,90.0,90.0,90.0,78.72853088378906,86.0242691040039,90.0,90.0,90.02252960205078
342,342,34.20000076293945,81.0,90.0,72.0,86.0,90.0,90.0,90.0,90.0,76.8809814453125,86.02430725097656,90.0,90.0,90.02496337890625
343,343,34.29999923706055,79.0,90.0,70.0,86.0,90.0,90.0,90.0,90.0,75.18851470947266,86.01983642578125,90.0,90.0,90.02610778808594
344,344,34.400001525878906,78.0,90.0,68.0,86.0,90.0,90.0,90.0,90.0,74.95401000976562,86.00834655761719,90.0,90.0,90.0315933227539
345,345,34.5,76.0,90.0,66.0,86.0,90.0,90.0,90.0,90.0,73.79400634765625,86.01835632324219,90.0,90.0,90.0114517211914
346,346,34.599998474121094,74.0,90.0,64.0,86.0,90.0,90.0,90.0,90.0,72.06566619873047,85.99898529052734,90.0,90.0,90.01496887207031
347,347,34.70000076293945,72.0,90.0,62.0,86.0,90.0,90.0,90.0,90.0,70.6712646484375,86.00159454345703,90.0,90.0,90.00157165527344
348,348,34.79999923706055,90.0,90.0,60.0,86.0,90.0,90.0,90.0,90.0,67.56904602050781,85.99148559570312,90.0,90.0,90.00142669677734
349,349,34.900001525878906,68.0,90.0,58.0,86.0,90.0,90.0,90.0,90.0,64.39818572998047,85.99531555175781,90.0,90.0,90.01070404052734
350,350,35.0,66.0,90.0,56.0,86.0,90.0,90.0,90.0,90.0,55.73898696899414,85.97771453857422,90.0,90.0,89.96649169921875
351,351,35.099998474121094,64.0,90.0,54.0,86.0,90.0,90.0,90.0,90.0,54.38053512573242,85.99420928955078,90.0,90.0,89.97340393066406
352,352,35.20000076293945,62.0,90.0,52.0,86.0,90.0,90.0,90.0,90.0,52.7762336730957,85.99947357177734,90.0,90.0,89.98524475097656
353,353,35.29999923706055,60.0,90.0,50.0,86.0,90.0,90.0,90.0,90.0,51.33989334106445,85.9962158203125,90.0,90.0,89.99491119384766
354,354,35.400001525878906,58.0,90.0,48.0,86.0,90.0,90.0,90.0,90.0,48.3609504699707,86.00474548339844,90.0,90.0,89.98914337158203
355,355,35.5,56.0,90.0,46.0,86.0,90.0,90.0,90.0,90.0,46.555152893066406,85.98458099365234,90.0,90.0,89.9889144897461
356,356,35.599998474121094,90.0,90.0,44.0,86.0,90.0,90.0,90.0,90.0,45.87293243408203,85.98750305175781,90.0,90.0,89.99288940429688
357,357,35.70000076293945,52.0,90.0,42.0,86.0,90.0,90.0,90.0,90.0,43.61939239501953,85.98131561279297,90.0,90.0,89.9884262084961
358,358,35.79999923706055,50.0,90.0,40.0,86.0,90.0,90.0,90.0,90.0,41.58826446533203,85.98100280761719,90.0,90.0,89.9982681274414
359,359,35.900001525878906,48.0,90.0,38.0,86.0,90.0,90.0,90.0,90.0,38.7152214050293,85.98684692382812,90.0,90.0,90.00627899169922
360,360,36.0,46.0,90.0,36.0,86.0,90.0,90.0,90.0,90.0,35.88607406616211,85.98185729980469,90.0,90.0,89.99925994873047
361,361,36.099998474121094,44.0,90.0,34.0,86.0,90.0,90.0,90.0,90.0,33.11667251586914,85.98297882080078,90.0,90.0,89.99569702148438
362,362,36.20000076293945,42.0,90.0,32.0,86.0,90.0,90.0,90.0,90.0,31.058185577392578,85.98152923583984,90.0,90.0,89.99311828613281
363,363,36.29999923706055,40.0,90.0,30.0,86.0,90.0,90.0,90.0,90.0,28.783870697021484,85.97911834716797,90.0,90.0,89.97113037109375
364,364,36.400001525878906,38.0,90.0,28.0,86.0,90.0,90.0,90.0,90.0,26.064369201660156,85.9815444946289,90.0,90.0,89.97875213623047
365,365,36.5,36.0,90.0,26.0,86.0,90.0,90.0,90.0,90.0,23.800085067749023,85.98046875,90.0,90.0,89.98118591308594
366,366,36.599998474121094,34.0,90.0,24.0,86.0,90.0,90.0,90.0,90.0,21.739442825317383,85.98916625976562,90.0,90.0,89.96471405029297
